Asset ID,Asset Class,Park ID,Park Name,Asset Type,Asset Size,Primary Field,Location,Installation Date,Asset Description,Geometry Type,Point,Line,Polygon
44706,SWING SET,981,Scurfield Park,N/A,2 BAY,N/A,"(49.81016502641172, -97.19953973606906)",,,POINT,POINT (-97.199539736069 49.810165026412),,
83526,BBQ,999,Assiniboine Park,PIT,N/A,N/A,"(49.87224150527209, -97.24872061789695)",,,POINT,POINT (-97.248720617897 49.872241505272),,
37782,MONUMENT,549,Park Circle,CENOTAPH,N/A,N/A,"(49.8974923162762, -96.99801042426951)",06/01/2001 12:00:00 AM,Park Circle Cenotaph,POINT,POINT (-96.99801042427 49.897492316276),,
71972,SEATING,6262,Red Spruce Park,BENCH,N/A,N/A,"(49.79353685687138, -97.20794400037896)",,,POINT,POINT (-97.207944000379 49.793536856871),,
73795,SEATING,612,Bernie Wolfe Park,BENCH,N/A,N/A,"(49.890407555947206, -97.0469612859474)",,,POINT,POINT (-97.046961285947 49.890407555947),,
73144,STAND-ALONE PLAY COMPONENT,457,Centennial Park,N/A,N/A,N/A,"(49.92405302081046, -97.08213195485656)",,,POINT,POINT (-97.082131954857 49.92405302081),,
51537,STAND-ALONE PLAY COMPONENT,4241,Parc Malala Park,N/A,N/A,N/A,"(49.7986522291983, -97.0992051068223)",,,POINT,POINT (-97.099205106822 49.798652229198),,
82449,STAND-ALONE PLAY COMPONENT,710,Happyland Park,N/A,N/A,N/A,"(49.88158184699782, -97.1038397289716)",,,POINT,POINT (-97.103839728972 49.881581846998),,
125216,MONUMENT,6801,Academy Road Park,MEMORIAL,N/A,N/A,"(49.874627346207276, -97.20011114673416)",09/29/2022 12:00:00 AM,"Keeseekoweenin 2, Lac La Croix 2, Lake Manitoba 12",POINT,POINT (-97.200111146734 49.874627346207),,
115236,BICYCLE RACK,400,St. John's Park,STANDARD,N/A,N/A,"(49.919898492996126, -97.12771872578469)",,,POINT,POINT (-97.127718725785 49.919898492996),,
24744,SEATING,1013,Kebir Place Playground,BENCH,N/A,N/A,"(49.83553680597635, -97.14298360715581)",,,POINT,POINT (-97.142983607156 49.835536805976),,
35562,BICYCLE RACK,153,Valour C.C-Orioles Site,STANDARD,N/A,N/A,"(49.890775780372934, -97.17076483193159)",,,POINT,POINT (-97.170764831932 49.890775780373),,
46222,STAND-ALONE PLAY COMPONENT,595,Harold Hatcher Park,N/A,N/A,N/A,"(49.90721348958426, -96.97752048111454)",,,POINT,POINT (-96.977520481115 49.907213489584),,
45665,STAND-ALONE PLAY COMPONENT,652,Montrose Park,N/A,N/A,N/A,"(49.85895734768509, -97.18018464430675)",,,POINT,POINT (-97.180184644307 49.858957347685),,
37894,MONUMENT,209,Bruce Park,BOULDER WITH PLAQUE,N/A,N/A,"(49.8782455038565, -97.22626183366255)",08/01/1959 12:00:00 AM,Lionel Lemoine Fitzgerald,POINT,POINT (-97.226261833663 49.878245503857),,
22853,SEATING,407,St. John's Leisure Centre,BENCH,N/A,N/A,"(49.927544138316726, -97.12661376651447)",,,POINT,POINT (-97.126613766514 49.927544138317),,
46792,PLAY STRUCTURE,156,Jacob Penner Park,5 TO 12,LARGE,N/A,"(49.901730061146885, -97.16104506282993)",,,POINT,POINT (-97.16104506283 49.901730061147),,
38696,BBQ,1011,Crescent Drive Park,PIT,N/A,N/A,"(49.83208045421156, -97.13731882438003)",,,POINT,POINT (-97.13731882438 49.832080454212),,
123111,SEATING,1131,Sturgeon Creek Parkway-A,BENCH,N/A,N/A,"(49.89798990468021, -97.2945910833338)",,,POINT,POINT (-97.294591083334 49.89798990468),,
37723,MONUMENT,1385,Parc Elzéar Goulet Park,COMMEMORATIVE PLAQUE,N/A,N/A,"(49.89443315345066, -97.12763935231206)",,Elzéar Goulet,POINT,POINT (-97.127639352312 49.894433153451),,
93016,SEATING,392,Old Exhibition Athletic Grounds,BENCH,N/A,N/A,"(49.92090724960042, -97.16859855038078)",,,POINT,POINT (-97.168598550381 49.9209072496),,
90029,SHELTER,999,Assiniboine Park,REST STOP,MINI,N/A,"(49.867671770670505, -97.22904015038138)",,,POINT,POINT (-97.229040150381 49.867671770671),,
25764,SEATING,570,Dave Abel Park,BENCH,N/A,N/A,"(49.901586587825165, -96.98960744474553)",,,POINT,POINT (-96.989607444746 49.901586587825),,
113435,SEATING,6081,Brad Little Park,BENCH,N/A,N/A,"(49.89127719553566, -96.9617998428429)",,,POINT,POINT (-96.961799842843 49.891277195536),,
119181,SEATING,1037,Sun Valley Park North,ROCK,N/A,N/A,"(49.93859582927173, -97.04894434208758)",,,POINT,POINT (-97.048944342088 49.938595829272),,
1016,SPORT COURT,828,Maple Grove Park,VOLLEYBALL,FULL COURT,Yes,"(49.78809020966376, -97.13140300035978)",,,POLYGON,,,"MULTIPOLYGON (((-97.131447301218 49.788212446552, -97.131521019872 49.78799447784, -97.131361587949 49.787967972776, -97.131284980847 49.788188146945, -97.131447301218 49.788212446552)))"
49146,STAND-ALONE PLAY COMPONENT,857,Oakdale McDowell Park,N/A,N/A,N/A,"(49.85160056814981, -97.27205067007297)",,,POINT,POINT (-97.272050670073 49.85160056815),,
23206,SEATING,641,Abdo and Samira El Tassi Park,BENCH,N/A,N/A,"(49.9038710365889, -97.10057329873523)",,,POINT,POINT (-97.100573298735 49.903871036589),,
76134,FITNESS EQUIPMENT,458,Glenn McWhinney Park,SOLO STATION,N/A,N/A,"(49.928507311329966, -97.09260755368494)",,,POINT,POINT (-97.092607553685 49.92850731133),,
62561,SEATING,345,Kildonan Park,BENCH,N/A,N/A,"(49.941293643482986, -97.10155108345725)",,,POINT,POINT (-97.101551083457 49.941293643483),,
62115,STAND-ALONE PLAY COMPONENT,342,Kingsbury-Andrews Park,N/A,N/A,N/A,"(49.94297179989394, -97.12544905471843)",,,POINT,POINT (-97.125449054718 49.942971799894),,
22232,SEATING,747,Parc Joseph Royal,BENCH,N/A,N/A,"(49.89167693064303, -97.12561007586658)",,,POINT,POINT (-97.125610075867 49.891676930643),,
90397,MONUMENT,345,Kildonan Park,MEMORIAL,N/A,N/A,"(49.94357834885835, -97.10349673889664)",,Jean Montgomery Stokes,POINT,POINT (-97.103496738897 49.943578348858),,
125642,STAND-ALONE PLAY COMPONENT,552,Kern Park,N/A,N/A,N/A,"(49.89865852480386, -96.99601916034571)",,,POINT,POINT (-96.996019160346 49.898658524804),,
38854,TOBOGGAN RUN,1156,Whittier Park,SLIDE,SMALL,N/A,"(49.898965724946514, -97.12371783892691)",,,POINT,POINT (-97.123717838927 49.898965724947),,
125275,STAND-ALONE PLAY COMPONENT,424,Clara Hughes Park,N/A,N/A,N/A,"(49.93198284612486, -97.13279382985782)",,,POINT,POINT (-97.132793829858 49.931982846125),,
634,ATHLETIC FIELD,566,Transcona Stadium Complex,BASEBALL,YOUTH,Yes,"(49.90276129059903, -96.99869295369564)",,,POLYGON,,,"MULTIPOLYGON (((-96.999064169091 49.903010099891, -96.999048588173 49.902954214949, -96.999028024943 49.902899965108, -96.999002647386 49.902847793551, -96.99897266282 49.902798126484, -96.998938316198 49.902751369652, -96.998899888109 49.902707905026, -96.998857692482 49.902668087683, -96.998813860037 49.902633524695, -96.998767190485 49.902602900583, -96.998718036765 49.902576446941, -96.998666770602 49.902554363825, -96.998613779699 49.90253681824, -96.998559464799 49.902523942875, -96.99850423666 49.902515835098, -96.998448512946 49.902512556226, -96.998392715067 49.902514131056, -96.998337264996 49.902520547676, -96.9983217383 49.903000073709, -96.999064169091 49.903010099891)))"
22519,SEATING,290,Carroll Park,BENCH,N/A,N/A,"(49.86691261336708, -97.29488202892293)",,,POINT,POINT (-97.294882028923 49.866912613367),,
37843,MONUMENT,0,,BOULDER WITH PLAQUE,N/A,N/A,"(49.892578698090894, -97.12031357674427)",,John Boily,POINT,POINT (-97.120313576744 49.892578698091),,
45174,STAND-ALONE PLAY COMPONENT,114,Earl Grey C.C,N/A,N/A,N/A,"(49.86720525339274, -97.15023533668183)",,,POINT,POINT (-97.150235336682 49.867205253393),,
89539,SEATING,999,Assiniboine Park,BENCH,N/A,N/A,"(49.86928954610532, -97.23255042596979)",,,POINT,POINT (-97.23255042597 49.869289546105),,
79061,SPORT COURT,885,La Fleche Park,BASKETBALL,FULL COURT,Yes,"(49.866469611525545, -97.31877423352051)",,,POLYGON,,,"MULTIPOLYGON (((-97.318984342207 49.866446014199, -97.31863827553 49.86636383448, -97.318564124834 49.866492251086, -97.318909584034 49.866575388571, -97.318984342207 49.866446014199)))"
37928,MONUMENT,747,Parc Joseph Royal,COMMEMORATIVE PLAQUE,N/A,N/A,"(49.89162378576397, -97.12591414404525)",,Gabrielle Roy,POINT,POINT (-97.125914144045 49.891623785764),,
151,ATHLETIC FIELD,5,Marj Edey Park,SOCCER,THREE QUARTERS,Yes,"(49.8422017249685, -97.27251841550759)",,,POLYGON,,,"MULTIPOLYGON (((-97.273008781739 49.842400336426, -97.273046042977 49.842029886835, -97.272032855992 49.842003113511, -97.271990788038 49.842370650768, -97.273008781739 49.842400336426)))"
23585,SEATING,311,Neville-Margate Tot Lot,BENCH,N/A,N/A,"(49.95030383658987, -97.17987963073516)",,,POINT,POINT (-97.179879630735 49.95030383659),,
71932,SEATING,6282,Bridgwater Trails Centre,BENCH,N/A,N/A,"(49.788047016148106, -97.20382223482393)",,,POINT,POINT (-97.203822234824 49.788047016148),,
71713,SEATING,2807,Oak Lawn Park,BENCH,N/A,N/A,"(49.80212269616741, -97.19128342166351)",,,POINT,POINT (-97.191283421664 49.802122696167),,
45718,STAND-ALONE PLAY COMPONENT,157,Maryland Tot Lot,N/A,N/A,N/A,"(49.89977921071603, -97.15927776449129)",,,POINT,POINT (-97.159277764491 49.899779210716),,
45555,STAND-ALONE PLAY COMPONENT,593,Millennium Park,N/A,N/A,N/A,"(49.902514070150005, -96.96897327607077)",,,POINT,POINT (-96.968973276071 49.90251407015),,
44261,SWING SET,762,Gauvin Park,N/A,3 BAY,N/A,"(49.872972228212134, -97.11935890774996)",,,POINT,POINT (-97.11935890775 49.872972228212),,
76917,STAND-ALONE PLAY COMPONENT,1004,Beaumont Bay Park,N/A,N/A,N/A,"(49.83937078174499, -97.1561637823253)",,,POINT,POINT (-97.156163782325 49.839370781745),,
45640,STAND-ALONE PLAY COMPONENT,1707,Ronald Houston Park,N/A,N/A,N/A,"(49.89803074373764, -96.97383542148711)",,,POINT,POINT (-96.973835421487 49.898030743738),,
24643,SEATING,941,Joe Malone Park,BENCH,N/A,N/A,"(49.85138842002144, -97.2033903682006)",,,POINT,POINT (-97.203390368201 49.851388420021),,
49233,SEATING,878,Westdale C.C,BENCH,N/A,N/A,"(49.861172333326834, -97.3150916150837)",,,POINT,POINT (-97.315091615084 49.861172333327),,
44676,SWING SET,1768,Beecher Tot Lot,N/A,2 BAY,N/A,"(49.95247708546696, -97.12455051075003)",,,POINT,POINT (-97.12455051075 49.952477085467),,
22771,SEATING,1410,Shorehill Demetrioff Park,BENCH,N/A,N/A,"(49.82643232442777, -97.07244878504083)",,,POINT,POINT (-97.072448785041 49.826432324428),,
62765,SEATING,156,Jacob Penner Park,BENCH,N/A,N/A,"(49.90120313946632, -97.1621794774493)",,,POINT,POINT (-97.162179477449 49.901203139466),,
85719,SEATING,946,Ducharme Park North,BENCH,N/A,N/A,"(49.770228039614906, -97.16199716276999)",,,POINT,POINT (-97.16199716277 49.770228039615),,
24387,SEATING,1004,Beaumont Bay Park,BENCH,N/A,N/A,"(49.83930613426278, -97.15613650441948)",,,POINT,POINT (-97.156136504419 49.839306134263),,
62607,SEATING,571,Harry Sandulak Park,BENCH,N/A,N/A,"(49.90494509438858, -96.9925124683573)",,,POINT,POINT (-96.992512468357 49.904945094389),,
9901,TRACK & FIELD,968,Dalhousie Forest,LONG JUMP PIT,N/A,N/A,"(49.79414412746392, -97.14690296622706)",,,POLYGON,,,"MULTIPOLYGON (((-97.146829098203 49.794044717185, -97.146815607631 49.794049494897, -97.1469232435 49.794195079568, -97.146912709039 49.79420483886, -97.146940753771 49.794241638034, -97.146958026175 49.794243537743, -97.146983272005 49.794238269257, -97.146990324823 49.794229320469, -97.146959882892 49.794192231553, -97.146939239767 49.794189663568, -97.146829098203 49.794044717185)))"
84603,MONUMENT,999,Assiniboine Park,STATUE,N/A,N/A,"(49.87465126851033, -97.23645838606721)",,William Forbes Alloway,POINT,POINT (-97.236458386067 49.87465126851),,
22897,SEATING,474,Braeside Park,BENCH,N/A,N/A,"(49.91054508198699, -97.07151438963429)",,,POINT,POINT (-97.071514389634 49.910545081987),,
45095,STAND-ALONE PLAY COMPONENT,131,Aubrey Playground,N/A,N/A,N/A,"(49.8780825594426, -97.17504011783583)",,,POINT,POINT (-97.175040117836 49.878082559443),,
50302,STAND-ALONE PLAY COMPONENT,990,Blue Lake Park,N/A,N/A,N/A,"(49.81258324333147, -97.15939698654124)",,,POINT,POINT (-97.159396986541 49.812583243331),,
117239,BICYCLE RACK,1017,Gary Hobson Memorial Park / Fort Garry C.C,STANDARD,N/A,N/A,"(49.83961843965775, -97.15172486440149)",,,POINT,POINT (-97.151724864401 49.839618439658),,
86931,SEATING,790,St. Vital Park,BENCH,N/A,N/A,"(49.8310091838775, -97.14092150315746)",,,POINT,POINT (-97.140921503157 49.831009183878),,
47012,PLAY STRUCTURE,394,Pritchard Playground,5 TO 12,MEDIUM,N/A,"(49.91394676532883, -97.13592390270291)",,,POINT,POINT (-97.135923902703 49.913946765329),,
74019,SEATING,1417,Bishop Grandin Greenway,ROCK,N/A,N/A,"(49.836414188621944, -97.09979727655137)",,,POINT,POINT (-97.099797276551 49.836414188622),,
130328,SEATING,400,St. John's Park,BENCH,N/A,N/A,"(49.919072333674094, -97.12738171204752)",,,POINT,POINT (-97.127381712048 49.919072333674),,
35180,SEATING,392,Old Exhibition Athletic Grounds,PLAYERS BENCH,N/A,N/A,"(49.921159024471116, -97.16726171526513)",,,POINT,POINT (-97.167261715265 49.921159024471),,
132686,SEATING,692,Art McOuat Memorial Park,PLAYERS BENCH,N/A,N/A,"(49.87311377443205, -97.07661500721004)",,,POINT,POINT (-97.07661500721 49.873113774432),,
52832,STAND-ALONE PLAY COMPONENT,394,Pritchard Playground,N/A,N/A,N/A,"(49.91422935533103, -97.13623959056086)",,,POINT,POINT (-97.136239590561 49.914229355331),,
23817,SEATING,142,Valour C.C-Clifton Site,BENCH,N/A,N/A,"(49.90164319793454, -97.18970625116101)",,,POINT,POINT (-97.189706251161 49.901643197935),,
74029,SEATING,1417,Bishop Grandin Greenway,ROCK,N/A,N/A,"(49.83637258708281, -97.09982606855739)",,,POINT,POINT (-97.099826068557 49.836372587083),,
109901,SEATING,61,Marcy Beaucage Park/Roblin Park C.C,BENCH,N/A,N/A,"(49.85412799369585, -97.28899791280179)",,,POINT,POINT (-97.288997912802 49.854127993696),,
43,ATHLETIC FIELD,298,Tokarz Park,SOCCER,THREE QUARTERS,Yes,"(49.95476247085194, -97.13523325892497)",,,POLYGON,,,"MULTIPOLYGON (((-97.135722137768 49.954550452292, -97.135213032447 49.954386668305, -97.135183222667 49.9544238503, -97.134987091093 49.954668485241, -97.134970545046 49.954689122997, -97.134774567709 49.954933562446, -97.134744380082 49.954971214743, -97.135257260215 49.955138273398, -97.13528605978 49.955102044821, -97.135480722129 49.95485716656, -97.135500015177 49.954832655252, -97.135693039034 49.954587421954, -97.135722137768 49.954550452292)))"
44941,STAND-ALONE PLAY COMPONENT,408,Salter Tot Lot,N/A,N/A,N/A,"(49.92842762569389, -97.1293529429466)",,,POINT,POINT (-97.129352942947 49.928427625694),,
45872,STAND-ALONE PLAY COMPONENT,593,Millennium Park,N/A,N/A,N/A,"(49.90242584920283, -96.96912988650952)",,,POINT,POINT (-96.96912988651 49.902425849203),,
74158,SWING SET,705,Howden Park,N/A,2 BAY,N/A,"(49.86920796837137, -97.07437366819431)",,,POINT,POINT (-97.074373668194 49.869207968371),,
78895,BICYCLE RACK,547,East End C.C,STANDARD,N/A,N/A,"(49.89402631271334, -96.99190948830538)",,,POINT,POINT (-96.991909488305 49.894026312713),,
25353,SEATING,1319,Spirit Park Community Garden,BENCH,N/A,N/A,"(49.88631402672122, -97.15576434353686)",,,POINT,POINT (-97.155764343537 49.886314026721),,
46999,PLAY STRUCTURE,614,Helene Marsh Park,2 TO 5,SMALL,N/A,"(49.89253967128299, -97.03624741344217)",,,POINT,POINT (-97.036247413442 49.892539671283),,
134079,SEATING,345,Kildonan Park,ROCK,N/A,N/A,"(49.943088058857754, -97.10720306195203)",,,POINT,POINT (-97.107203061952 49.943088058858),,
45601,STAND-ALONE PLAY COMPONENT,1415,Keslar Park,N/A,N/A,N/A,"(49.79462240033004, -97.1686612561033)",,,POINT,POINT (-97.168661256103 49.79462240033),,
62078,SEATING,361,Gilia Tot Lot,BENCH,N/A,N/A,"(49.94875351751379, -97.15011176122205)",,,POINT,POINT (-97.150111761222 49.948753517514),,
133500,SEATING,238,Golden Gate Park / Sturgeon Heights C.C,PLAYERS BENCH,N/A,N/A,"(49.87780118231559, -97.25969910608009)",,,POINT,POINT (-97.25969910608 49.877801182316),,
49487,STAND-ALONE PLAY COMPONENT,1005,Beaumont Park,N/A,N/A,N/A,"(49.844697151978345, -97.16379684813042)",,,POINT,POINT (-97.16379684813 49.844697151978),,
24590,SEATING,1049,Osborne Village Green,BENCH,N/A,N/A,"(49.87706463215073, -97.14645381235886)",,,POINT,POINT (-97.146453812359 49.877064632151),,
124589,STAND-ALONE PLAY COMPONENT,1129,Evesham Key Park,N/A,N/A,N/A,"(49.84627695879874, -97.26280618403437)",,,POINT,POINT (-97.262806184034 49.846276958799),,
92314,SEATING,912,Harrow Park,BENCH,N/A,N/A,"(49.86410712100691, -97.16151701584637)",,,POINT,POINT (-97.161517015846 49.864107121007),,
46843,PLAY STRUCTURE,719,Winakwa C.C,5 TO 12,SMALL,N/A,"(49.86330243644309, -97.07486913068188)",,,POINT,POINT (-97.074869130682 49.863302436443),,
41301,SANDBOX,918,Cordova Park,N/A,N/A,N/A,"(49.8653938735862, -97.1892729517522)",,,POLYGON,,,"MULTIPOLYGON (((-97.189291359117 49.865412591544, -97.189299886961 49.865380462932, -97.189253855856 49.865375155629, -97.189246016544 49.865407454826, -97.189291359117 49.865412591544)))"
82532,SEATING,287,Whitegates Park,BENCH,N/A,N/A,"(49.87095082579792, -97.30380009483751)",,,POINT,POINT (-97.303800094838 49.870950825798),,
35982,BICYCLE RACK,402,Machray Park,STANDARD,N/A,N/A,"(49.924952110140296, -97.13676685111666)",,,POINT,POINT (-97.136766851117 49.92495211014),,
46810,PLAY STRUCTURE,1017,Gary Hobson Memorial Park / Fort Garry C.C,5 TO 12,LARGE,N/A,"(49.84145130085835, -97.14865362195745)",,,POINT,POINT (-97.148653621957 49.841451300858),,
45529,STAND-ALONE PLAY COMPONENT,1847,Archambault Park,N/A,N/A,N/A,"(49.92036907135886, -97.04242663023348)",,,POINT,POINT (-97.042426630233 49.920369071359),,
23441,SEATING,539,Kildonan Meadows Park,BENCH,N/A,N/A,"(49.90858430023121, -97.02975590387884)",,,POINT,POINT (-97.029755903879 49.908584300231),,
46024,STAND-ALONE PLAY COMPONENT,131,Aubrey Playground,N/A,N/A,N/A,"(49.87802894091866, -97.17514003799116)",,,POINT,POINT (-97.175140037991 49.878028940919),,
78438,STAND-ALONE PLAY COMPONENT,5382,Shaheed Bhagat Singh Park,N/A,N/A,N/A,"(49.78514394143958, -97.20886735583395)",,,POINT,POINT (-97.208867355834 49.78514394144),,
82604,SEATING,964,King's Park,BENCH,N/A,N/A,"(49.798049723582444, -97.12563248488127)",,,POINT,POINT (-97.125632484881 49.798049723582),,
23006,SEATING,456,Bronx Park C.C,BENCH,N/A,N/A,"(49.927285902207245, -97.10762714384414)",,,POINT,POINT (-97.107627143844 49.927285902207),,
25185,SEATING,1164,Alderman John O'Hare Park,BENCH,N/A,N/A,"(49.90625473676817, -97.14559748002617)",,,POINT,POINT (-97.145597480026 49.906254736768),,
22308,SEATING,303,Rivergrove Park,BENCH,N/A,N/A,"(49.957513651335816, -97.08235911216505)",,,POINT,POINT (-97.082359112165 49.957513651336),,
24271,SEATING,790,St. Vital Park,BENCH,N/A,N/A,"(49.829055477620386, -97.14442304655437)",,,POINT,POINT (-97.144423046554 49.82905547762),,
44475,SWING SET,868,Berkley Square Park,N/A,2 BAY,N/A,"(49.856632727806755, -97.3029203057057)",,,POINT,POINT (-97.302920305706 49.856632727807),,
116823,SEATING,828,Maple Grove Park,BENCH,N/A,N/A,"(49.79638196411799, -97.12824919557441)",,,POINT,POINT (-97.128249195574 49.796381964118),,
52885,STAND-ALONE PLAY COMPONENT,1214,Syndicate Tot Lot,N/A,N/A,N/A,"(49.90584274005878, -97.11813944883599)",,,POINT,POINT (-97.118139448836 49.905842740059),,
41211,SANDBOX,880,Peri Green,N/A,N/A,N/A,"(49.84939045979544, -97.3207578439515)",,,POLYGON,,,"MULTIPOLYGON (((-97.320741232 49.84940612655, -97.320782259301 49.849401306973, -97.320775809892 49.849374793041, -97.320733428602 49.84938002612, -97.320741232 49.84940612655)))"
93373,SEATING,345,Kildonan Park,BENCH,N/A,N/A,"(49.94279578279083, -97.10540147142127)",,,POINT,POINT (-97.105401471421 49.942795782791),,
87965,BICYCLE RACK,51,South Winnipeg C.C-Richmond Kings Site,STANDARD,N/A,N/A,"(49.79859263745757, -97.13527602035623)",,,POINT,POINT (-97.135276020356 49.798592637458),,
24927,SEATING,1031,Hugo Street End Park,BENCH,N/A,N/A,"(49.86104780495318, -97.14206505564017)",,,POINT,POINT (-97.14206505564 49.861047804953),,
415,ATHLETIC FIELD,1361,Buhler Recreation Park,BASEBALL,ADULT,Yes,"(49.877741537831284, -96.98879548490787)",,,POLYGON,,,"MULTIPOLYGON (((-96.988670810331 49.878330516333, -96.988742521841 49.878326091602, -96.988813560469 49.878315338364, -96.988883368837 49.87829834099, -96.988951399215 49.878275232845, -96.989017117829 49.878246195237, -96.98908000904 49.878211456002, -96.989139579393 49.878171287707, -96.98919536149 49.87812600552, -96.989246917657 49.878075964731, -96.989293843376 49.878021557969, -96.98933577046 49.877963212117, -96.989372369944 49.877901384966, -96.989403354662 49.87783656162, -96.989428105225 49.877770410481, -96.98944700719 49.877702356979, -96.989459917237 49.877632917118, -96.989466737478 49.877562617418, -96.989467416197 49.877491990916, -96.98946194825 49.877421573126, -96.989450375095 49.877351897982, -96.989432784486 49.877283493787, -96.989409309799 49.877216879204, -96.98938012903 49.87715255933, -96.989332772466 49.877166176524, -96.988505065393 49.877404176044, -96.988123086421 49.877514007761, -96.988286176453 49.877757134083, -96.988652778568 49.878303636309, -96.988670810331 49.878330516333)))"
96253,MONUMENT,1202,Harte Trail,BOULDER WITH PLAQUE,N/A,N/A,"(49.847230732436294, -97.31724796787634)",09/01/2019 12:00:00 AM,CN100 Legacy Forest - Foret Patrimoniale CN100,POINT,POINT (-97.317247967876 49.847230732436),,
37949,MONUMENT,345,Kildonan Park,COMMEMORATIVE PLAQUE,N/A,N/A,"(49.94094025207388, -97.10147326719898)",,The Anson Northrup,POINT,POINT (-97.101473267199 49.940940252074),,
121974,SEATING,882,Westdale Recreation Site,ROCK,N/A,N/A,"(49.85135003904435, -97.31625235299924)",,,POINT,POINT (-97.316252352999 49.851350039044),,
23840,SEATING,107,Pacific Dee Park,BENCH,N/A,N/A,"(49.92158575753716, -97.19977101947457)",,,POINT,POINT (-97.199771019475 49.921585757537),,
22793,SEATING,421,Andrews Tot Lot,BENCH,N/A,N/A,"(49.9299302322596, -97.13382606077614)",,,POINT,POINT (-97.133826060776 49.92993023226),,
25529,SEATING,165,Burton Cummings C.C,BENCH,N/A,N/A,"(49.90659292409398, -97.16731837499997)",,,POINT,POINT (-97.167318375 49.906592924094),,
23661,SEATING,632,Elmwood Winter Club,BENCH,N/A,N/A,"(49.909794429274775, -97.11301705659658)",,,POINT,POINT (-97.113017056597 49.909794429275),,
130321,SEATING,400,St. John's Park,BENCH,N/A,N/A,"(49.919310657865, -97.12453722938689)",,,POINT,POINT (-97.124537229387 49.919310657865),,
2,ATHLETIC FIELD,1324,Sir Winston Churchill Park,SOCCER,MINI,Yes,"(49.89757849723739, -96.96661821508309)",,,POLYGON,,,"MULTIPOLYGON (((-96.966856534346 49.897669813034, -96.96686385464 49.89749567111, -96.96637989756 49.89748718144, -96.966372575526 49.897661323313, -96.966856534346 49.897669813034)))"
80130,SEATING,1220,St. James Memorial Sports Park,PLAYERS BENCH,N/A,N/A,"(49.8898531563668, -97.21916019902484)",,,POINT,POINT (-97.219160199025 49.889853156367),,
94135,STAND-ALONE PLAY COMPONENT,1313,Kilcona Park,N/A,N/A,N/A,"(49.93222178137237, -97.0148347468989)",,,POINT,POINT (-97.014834746899 49.932221781372),,
50677,SEATING,807,Oakleaf Park,BENCH,N/A,N/A,"(49.82311701893845, -97.12875792356253)",,,POINT,POINT (-97.128757923563 49.823117018938),,
90078,FITNESS EQUIPMENT,999,Assiniboine Park,FITNESS TRAIL STATION,N/A,N/A,"(49.867521525672196, -97.22751359156463)",,,POINT,POINT (-97.227513591565 49.867521525672),,
115582,STAND-ALONE PLAY COMPONENT,606,Morley R. Kare Park,N/A,N/A,N/A,"(49.91310410583431, -97.01890652013111)",,,POINT,POINT (-97.018906520131 49.913104105834),,
133099,SEATING,96,Kleysen Park,BENCH,N/A,N/A,"(49.83690991054032, -97.19728410229789)",,,POINT,POINT (-97.197284102298 49.83690991054),,
46606,STAND-ALONE PLAY COMPONENT,755,Traverse Park,N/A,N/A,N/A,"(49.87835422956104, -97.11651968546417)",,,POINT,POINT (-97.116519685464 49.878354229561),,
84451,SEATING,999,Assiniboine Park,BENCH,N/A,N/A,"(49.873691053621, -97.22837652105332)",,,POINT,POINT (-97.228376521053 49.873691053621),,
82527,PLAY STRUCTURE,287,Whitegates Park,5 TO 12,LARGE,N/A,"(49.87078418358137, -97.30269271325542)",,,POINT,POINT (-97.302692713255 49.870784183581),,
24392,SEATING,1361,Buhler Recreation Park,BENCH,N/A,N/A,"(49.878588711516116, -96.9856417206489)",,,POINT,POINT (-96.985641720649 49.878588711516),,
119993,STAND-ALONE PLAY COMPONENT,493,Bunn's Creek Centennial Park,N/A,N/A,N/A,"(49.94869821255186, -97.05933203057326)",,,POINT,POINT (-97.059332030573 49.948698212552),,
47085,PLAY STRUCTURE,806,St. Germain Park,5 TO 12,MEDIUM,N/A,"(49.82020127943994, -97.13163879699827)",,,POINT,POINT (-97.131638796998 49.82020127944),,
62326,STAND-ALONE PLAY COMPONENT,823,Burland Park,N/A,N/A,N/A,"(49.80324400907827, -97.10898043487833)",,,POINT,POINT (-97.108980434878 49.803244009078),,
75611,SEATING,354,Teakwood Tot Lot,BENCH,N/A,N/A,"(49.94198880802619, -97.14726549177583)",,,POINT,POINT (-97.147265491776 49.941988808026),,
50660,SEATING,813,Brentford Park,BENCH,N/A,N/A,"(49.82829246225545, -97.09940604767506)",,,POINT,POINT (-97.099406047675 49.828292462255),,
47541,PLAY STRUCTURE,266,Muriel Street Park,2 TO 5,MEDIUM,N/A,"(49.88557759232281, -97.29720993625224)",,,POINT,POINT (-97.297209936252 49.885577592323),,
45824,STAND-ALONE PLAY COMPONENT,400,St. John's Park,N/A,N/A,N/A,"(49.91896204623003, -97.12586205394835)",,,POINT,POINT (-97.125862053948 49.91896204623),,
44932,SWING SET,858,Parc Branconnier,N/A,2 BAY,N/A,"(49.85462226762796, -97.30938476916315)",,,POINT,POINT (-97.309384769163 49.854622267628),,
62376,SEATING,790,St. Vital Park,BENCH,N/A,N/A,"(49.82975846372797, -97.14587909583092)",,,POINT,POINT (-97.145879095831 49.829758463728),,
